Date,Directorate,Beneficiary,Summary,Amount,Merchant Category,Supplier Number
06/07/2021,Housing,Inspire Sports Consultancy,Training,359.51,Utilities,S177
06/07/2021,Healthcare,Magic Of Play Ltd,Training,359.93,Travel Expenses,S816
06/07/2021,Housing,Impact 4Life Well-Being CIC,Project Management,430.69,Utilities,S986
07/07/2021,Healthcare,Hsbc Equipment Finance (UK) Ltd,Equipment Purchase,474.34,Consulting,S300
07/07/2021,Education,Longbridge Childcare Strategy Group,Consultation,256.84,Consulting,S355
07/07/2021,Infrastructure,Peacemakers,Project Management,112.79,Office Supplies,S832
07/07/2021,Healthcare,Clear Channel UK Ltd,Consultation,215.19,Travel Expenses,S805
07/07/2021,Healthcare,Targeted Provision Ltd,Training,312.1,Food & Drink Purchases,S196
07/07/2021,Housing,Castle HIll Academies Trust,Equipment Purchase,366.89,Office Supplies,S670
07/07/2021,Education,Freshlook Creative Limited,Equipment Purchase,456.09,Consulting,S537
07/07/2021,Education,The School Playground Company Ltd,Training,464.22,Consulting,S178
08/07/2021,Housing,Impact In Learning,Maintenance,484.47,Travel Expenses,S366
08/07/2021,Healthcare,Geesink Norba Ltd,Project Management,337.63,Food & Drink Purchases,S277
08/07/2021,Housing,Hammonds Hygiene Solutions Ltd,Training,357.38,Travel Expenses,S406
08/07/2021,Infrastructure,Midland Conservation Ltd,Project Management,388.86,Utilities,S770
08/07/2021,Infrastructure,Specialist Computer Centres Plc,Training,156.05,Food & Drink Purchases,S824
08/07/2021,Community Services,Evo Touring Ltd,Consultation,220.84,Consulting,S862
08/07/2021,Healthcare,Krcs Group Ltd,Maintenance,430.52,Travel Expenses,S523
09/07/2021,Education,Orchid Drive,Equipment Purchase,345.11,Office Supplies,S946
09/07/2021,Community Services,5 Care Services Ltd,Equipment Purchase,257.22,Travel Expenses,S972
09/07/2021,Housing,Multicare Medical Ltd,Training,121.43,Travel Expenses,S138
09/07/2021,Infrastructure,Linxs Consultancy Ltd,Maintenance,451.73,Food & Drink Purchases,S249
09/07/2021,Healthcare,Wessex Lift Co Ltd,Project Management,401.89,Food & Drink Purchases,S280
09/07/2021,Housing,Regent Distributors Ltd,Project Management,395.67,Utilities,S843
09/07/2021,Community Services,Robell Maintenance Services Ltd,Equipment Purchase,304.22,Travel Expenses,S705
09/07/2021,Community Services,Logmoor Limited,Training,223.95,Food & Drink Purchases,S239
10/07/2021,Community Services,Cognisoft Ltd,Equipment Purchase,424.56,Travel Expenses,S928
10/07/2021,Healthcare,Creative Gardening Solutions Ltd,Consultation,145.31,Food & Drink Purchases,S608
10/07/2021,Healthcare,Zip Heaters (UK) Ltd,Maintenance,491.89,Food & Drink Purchases,S737
10/07/2021,Healthcare,Haz Technology,Maintenance,374.45,Travel Expenses,S778
10/07/2021,Community Services,Moon Leisure Ltd,Project Management,455.26,Utilities,S884
10/07/2021,Community Services,Tamaris Healthcare (England) Limited,Project Management,368.71,Utilities,S812
10/07/2021,Community Services,Genie Cleaning Services Ltd,Maintenance,156.05,Office Supplies,S265
10/07/2021,Education,MAPSF Business Support Ltd,Training,379.02,Utilities,S617
11/07/2021,Education,Willowbrook Healthcare Ltd,Consultation,447.8,Food & Drink Purchases,S924
11/07/2021,Healthcare,Access UK Ltd,Equipment Purchase,209.11,Utilities,S141
11/07/2021,Healthcare,TES Consultancy Ltd,Maintenance,216.69,Office Supplies,S178
11/07/2021,Housing,APB Bathrooms Ltd,Equipment Purchase,218.01,Utilities,S838
11/07/2021,Housing,Eventmen Ltd,Project Management,186.96,Office Supplies,S726
11/07/2021,Education,Alliance Care Ltd,Training,122.16,Food & Drink Purchases,S185
11/07/2021,Healthcare,The Parakeet Studio CIC,Maintenance,407.7,Food & Drink Purchases,S373
12/07/2021,Infrastructure,Kingfisher Media Ltd,Project Management,370.3,Consulting,S290
12/07/2021,Healthcare,Instepz Limited,Maintenance,404.74,Utilities,S930
12/07/2021,Community Services,Handsworth Association Of Schools,Training,282.78,Office Supplies,S527
12/07/2021,Healthcare,Purplex Marketing Ltd,Maintenance,338.89,Utilities,S810
12/07/2021,Healthcare,Plain Jims Facilities Management LLP,Maintenance,109.73,Utilities,S767
12/07/2021,Healthcare,Maypole Limited,Maintenance,188.34,Food & Drink Purchases,S700
12/07/2021,Infrastructure,Scribes Plus Ltd,Consultation,370.59,Consulting,S959
12/07/2021,Infrastructure,Harborne Village Bid Ltd,Training,97.93,Travel Expenses,S939
13/07/2021,Infrastructure,Salamandersoft Ltd,Equipment Purchase,447.02,Food & Drink Purchases,S978
13/07/2021,Housing,Safeguard Pest Control & Environmen,Training,75.78,Food & Drink Purchases,S627
13/07/2021,Infrastructure,CH & Co Catering Limited,Training,52.53,Travel Expenses,S617
13/07/2021,Housing,Reach Publishing Services Ltd,Equipment Purchase,136.85,Food & Drink Purchases,S925
13/07/2021,Education,Tarmac Trading Ltd,Training,286.69,Travel Expenses,S634
13/07/2021,Healthcare,Chapman Engraving Limited,Project Management,360.21,Consulting,S653
13/07/2021,Education,Ballicom Limited,Project Management,445.69,Food & Drink Purchases,S878
14/07/2021,Infrastructure,Zest Education Ltd,Project Management,238.55,Consulting,S191
14/07/2021,Community Services,Fire Management Services Ltd,Project Management,441.47,Office Supplies,S201
14/07/2021,Education,Access Intelligence Media and Communications Limited,Project Management,95.15,Utilities,S856
14/07/2021,Education,Regent Court Health Care Services Ltd,Project Management,301.44,Consulting,S801
14/07/2021,Healthcare,Axiell Ltd,Equipment Purchase,230.52,Consulting,S110
14/07/2021,Community Services,SSP Portfolio Ltd,Consultation,341.04,Travel Expenses,S448
14/07/2021,Housing,IAM Compliant Limited,Equipment Purchase,185.13,Food & Drink Purchases,S678
14/07/2021,Community Services,Kingfisher Environmental Services Limited,Project Management,225.33,Food & Drink Purchases,S828
15/07/2021,Infrastructure,UHY Hacker Young (Mapleshire) LLP,Project Management,187.27,Utilities,S457
15/07/2021,Education,Culturecentral,Consultation,379.04,Consulting,S422
15/07/2021,Education,Phs Compliance Ltd,Project Management,369.02,Office Supplies,S888
15/07/2021,Education,AAA Medicolegal Reporting Ltd,Training,137.65,Utilities,S905
15/07/2021,Housing,Ave Maria Care Services,Project Management,389.03,Travel Expenses,S979
15/07/2021,Housing,Sutton Coldfield Town Ctre Bid Ltd,Maintenance,485.6,Consulting,S138
15/07/2021,Community Services,Edmore House,Training,425.37,Travel Expenses,S882
15/07/2021,Community Services,Communities Engage And Thrive CIC,Equipment Purchase,294.43,Travel Expenses,S658
16/07/2021,Education,Acivico Limited,Consultation,343.24,Travel Expenses,S727
16/07/2021,Housing,Futurform Ltd,Consultation,172.17,Office Supplies,S899
16/07/2021,Housing,Community Products UK) Ltd,Equipment Purchase,100.88,Office Supplies,S512
16/07/2021,Healthcare,The Inkdrop,Maintenance,472.29,Consulting,S663
16/07/2021,Housing,Glenfield House Nursing Home,Training,336.2,Consulting,S374
16/07/2021,Healthcare,Bristow & Sutor,Project Management,428.11,Food & Drink Purchases,S451
16/07/2021,Housing,Mapleshire Education Consultants Limited,Training,463.45,Consulting,S302
17/07/2021,Education,Weir Lettings And Management Ltd,Maintenance,132.7,Travel Expenses,S745
17/07/2021,Healthcare,Witton Lodge Comm Assn,Consultation,479.95,Food & Drink Purchases,S251
17/07/2021,Education,Chinese Community Centre - Mapleshire,Training,187.62,Travel Expenses,S366
17/07/2021,Infrastructure,Kids Corner Aston Ltd,Equipment Purchase,140.52,Consulting,S203
17/07/2021,Housing,ACF Acquisitions 11 Limited,Project Management,171.8,Travel Expenses,S382
17/07/2021,Housing,The Active Wellbeing Society Limited,Maintenance,304.73,Consulting,S577
17/07/2021,Infrastructure,Bournville Village Trust,Training,150.0,Food & Drink Purchases,S542
17/07/2021,Community Services,The Literacy Tree Ltd,Consultation,408.5,Utilities,S680
18/07/2021,Housing,Judge & Priestley LLP,Equipment Purchase,453.82,Food & Drink Purchases,S226
18/07/2021,Education,Streetwise Services Ltd,Maintenance,424.13,Travel Expenses,S558
18/07/2021,Education,West Midlands Medical Services Ltd,Consultation,328.48,Consulting,S711
18/07/2021,Community Services,H Tempest Ltd,Training,51.53,Utilities,S748
18/07/2021,Housing,Light House Security Limited,Training,330.92,Food & Drink Purchases,S829
18/07/2021,Community Services,Advent Communications P.R. Limited,Consultation,269.6,Food & Drink Purchases,S666
18/07/2021,Education,Rock Up Ltd,Equipment Purchase,415.61,Consulting,S452
18/07/2021,Housing,Young Voices (UK) Ltd,Consultation,410.07,Food & Drink Purchases,S226
19/07/2021,Education,Liberty Support Services Ltd,Equipment Purchase,175.82,Consulting,S426
19/07/2021,Education,Sandberg LLP,Consultation,71.83,Office Supplies,S290
19/07/2021,Infrastructure,East Mapleshire Community Forum Ltd.,Equipment Purchase,386.22,Utilities,S235
19/07/2021,Healthcare,Davies Sports,Equipment Purchase,343.15,Consulting,S783
19/07/2021,Education,Access Intelligence Media and Communications Limited,Project Management,378.65,Travel Expenses,S265
19/07/2021,Community Services,BPSS UK Ltd,Training,315.09,Food & Drink Purchases,S528
19/07/2021,Healthcare,Workwave UK Limited,Maintenance,248.38,Consulting,S546
20/07/2021,Healthcare,Yardleys School,Project Management,470.07,Food & Drink Purchases,S852
20/07/2021,Community Services,Event Equipment Hire Limited,Consultation,491.71,Consulting,S648
20/07/2021,Education,Rhino UK,Maintenance,462.78,Office Supplies,S863
20/07/2021,Healthcare,Shelter West Midlands,Training,266.68,Office Supplies,S321
20/07/2021,Community Services,Fioretti Trust,Equipment Purchase,378.69,Travel Expenses,S470
20/07/2021,Infrastructure,In-Tend Ltd,Project Management,341.4,Food & Drink Purchases,S955
20/07/2021,Housing,Hazelwell Farm Allotments Assn,Equipment Purchase,383.69,Travel Expenses,S346
20/07/2021,Healthcare,Compliance Medical Services Ltd,Maintenance,348.59,Food & Drink Purchases,S606
21/07/2021,Education,BCU Enterprise Limited,Project Management,82.2,Office Supplies,S441
21/07/2021,Housing,Homeless Link,Consultation,163.65,Utilities,S438
21/07/2021,Infrastructure,Ophardt Hygiene,Maintenance,389.13,Food & Drink Purchases,S294
21/07/2021,Community Services,Mapleshire Hippodrome Theatre Trust Limited,Training,304.27,Office Supplies,S274
21/07/2021,Community Services,Faithful & Gould Ltd,Project Management,349.58,Food & Drink Purchases,S425
21/07/2021,Infrastructure,Aquacool Ltd,Project Management,158.92,Travel Expenses,S631
21/07/2021,Community Services,Baily Garner LLP,Maintenance,299.73,Travel Expenses,S811
21/07/2021,Infrastructure,Onguard Fire Protection,Maintenance,75.1,Utilities,S191
22/07/2021,Healthcare,Strictly Education Ltd,Consultation,95.28,Utilities,S900
22/07/2021,Housing,Smartsheet Inc.,Equipment Purchase,95.99,Travel Expenses,S767
22/07/2021,Housing,Eat Make Play B16 CIC,Consultation,325.0,Travel Expenses,S811
22/07/2021,Infrastructure,Westward Medical Limited,Maintenance,364.85,Office Supplies,S160
22/07/2021,Community Services,Mindstretchers Ltd,Training,198.07,Food & Drink Purchases,S309
22/07/2021,Infrastructure,Soho Road Bid CIC,Training,196.44,Office Supplies,S168
22/07/2021,Healthcare,Access North Ltd,Consultation,75.56,Food & Drink Purchases,S489
23/07/2021,Housing,Mindful Life Therapies Limited,Maintenance,127.6,Utilities,S154
23/07/2021,Infrastructure,Ramora Ltd,Consultation,409.34,Consulting,S867
23/07/2021,Education,Synconium UK Ltd,Equipment Purchase,277.57,Travel Expenses,S789
23/07/2021,Housing,Friends Institute Poets,Equipment Purchase,485.38,Consulting,S595
23/07/2021,Infrastructure,Triple S Care - Stirling Road,Consultation,259.26,Consulting,S709
23/07/2021,Healthcare,Hub4Leaders Ltd,Maintenance,274.2,Utilities,S122
23/07/2021,Education,Lyndale Estates Maintenance Ltd,Maintenance,402.57,Travel Expenses,S797
23/07/2021,Infrastructure,Innovative Igloo Ltd,Training,423.62,Office Supplies,S810
24/07/2021,Education,The Police and CrIme Commissioner For Merseyside,Consultation,424.32,Office Supplies,S139
24/07/2021,Infrastructure,Prospect Coaches (West) Ltd,Project Management,157.14,Office Supplies,S341
24/07/2021,Community Services,The Hollies,Equipment Purchase,313.91,Utilities,S581
24/07/2021,Education, Action through Advocacy,Equipment Purchase,54.41,Food & Drink Purchases,S781
24/07/2021,Healthcare,Tetra Tech Env Planning Transport,Training,355.13,Utilities,S551
24/07/2021,Infrastructure,Testimony Assembly Social Care Ltd,Maintenance,215.33,Utilities,S130
24/07/2021,Housing,Sme Invoice Finance Ltd,Consultation,326.51,Travel Expenses,S640
24/07/2021,Community Services,Widgit Software Ltd,Equipment Purchase,313.66,Consulting,S225
25/07/2021,Education,Tian Tian Import & Export Limited,Training,373.05,Consulting,S725
25/07/2021,Education,Novascope It Ltd,Consultation,495.72,Consulting,S126
25/07/2021,Education,You. Smart. Thing. Limited,Project Management,417.95,Food & Drink Purchases,S816
25/07/2021,Infrastructure,A Peel Ltd,Equipment Purchase,168.99,Food & Drink Purchases,S252
25/07/2021,Housing,Optimal Living (Peterborough) Ltd,Project Management,390.71,Utilities,S578
25/07/2021,Community Services,Psycare Limited,Project Management,154.58,Office Supplies,S890
25/07/2021,Community Services,Delta Academies Trust,Consultation,189.19,Travel Expenses,S620
26/07/2021,Community Services,Ncfe,Training,235.49,Office Supplies,S815
26/07/2021,Education,Pdp,Maintenance,287.37,Consulting,S170
26/07/2021,Education,Vendaid Limited,Project Management,149.01,Utilities,S152
26/07/2021,Education,Auto Moto,Training,478.38,Consulting,S374
26/07/2021,Housing,Groupbus Limited,Consultation,339.86,Utilities,S956
26/07/2021,Education,Haystoun Construction Ltd,Maintenance,52.55,Office Supplies,S235
26/07/2021,Infrastructure,Hinton Perry & Davenhill Limited,Training,260.28,Food & Drink Purchases,S378
26/07/2021,Healthcare,Grange Removal Co. Limited (The),Consultation,85.23,Office Supplies,S919
27/07/2021,Healthcare,Warner Bros Studio Leavesden Ltd,Project Management,217.52,Travel Expenses,S822
27/07/2021,Healthcare,D J Willis Midlands Limited,Consultation,345.06,Utilities,S164
27/07/2021,Healthcare,Aston Villa Foundation,Equipment Purchase,496.07,Office Supplies,S830
27/07/2021,Housing,St Bart’s Local Pantry,Training,446.92,Food & Drink Purchases,S954
27/07/2021,Education,Regency Asset Management Ltd,Training,90.88,Office Supplies,S935
27/07/2021,Education,Ocean Outdoor UK Ltd,Equipment Purchase,327.56,Utilities,S999
27/07/2021,Healthcare,Danes Catering Services Ltd,Equipment Purchase,468.76,Utilities,S108
27/07/2021,Healthcare,Unicef UK,Consultation,429.73,Office Supplies,S598
28/07/2021,Education,Studio Accomodation Ltd,Project Management,242.88,Utilities,S226
28/07/2021,Housing,Changekitchen CIC,Training,302.46,Travel Expenses,S131
28/07/2021,Community Services,Park Retail Limited,Project Management,368.44,Utilities,S361
28/07/2021,Healthcare,Art Works,Project Management,96.26,Office Supplies,S710
28/07/2021,Education,Sunny Bank Road Allotment Assn,Maintenance,416.2,Consulting,S958
28/07/2021,Healthcare,Mapleshire Multi Care,Training,303.53,Office Supplies,S832
28/07/2021,Infrastructure,Shard End Glass & Glazing Co Ltd,Maintenance,331.82,Consulting,S868
29/07/2021,Community Services,Version 1 Solutions Limited,Training,305.57,Food & Drink Purchases,S211
29/07/2021,Infrastructure,Chubb Systems Ltd,Maintenance,55.04,Consulting,S990
29/07/2021,Housing,Versapak International Limited,Consultation,134.4,Travel Expenses,S715
29/07/2021,Education,Ashleigh Court,Consultation,333.74,Food & Drink Purchases,S637
29/07/2021,Housing,Chubb Fire & Security Limited,Equipment Purchase,458.22,Food & Drink Purchases,S580
29/07/2021,Education,The Litmus Partnership Ltd,Training,155.91,Utilities,S872
29/07/2021,Infrastructure,Comfort Care Homes (Danygraig) Limited,Consultation,301.3,Utilities,S911
29/07/2021,Community Services,Wally Wear Clothing Limited,Maintenance,283.87,Consulting,S750
30/07/2021,Education,Grove Community Project,Consultation,138.55,Food & Drink Purchases,S294
30/07/2021,Healthcare,TAO Fitness & Martial Arts Academy CIC,Equipment Purchase,273.67,Consulting,S285
30/07/2021,Infrastructure,Fountains Direct Ltd,Consultation,338.79,Utilities,S295
30/07/2021,Housing,Andrews & Armstrong,Maintenance,308.47,Office Supplies,S974
30/07/2021,Community Services,Wilson Care Resources Ltd,Maintenance,430.28,Consulting,S247
30/07/2021,Infrastructure,Anchor Hanover Group - Holmpark,Training,82.05,Office Supplies,S918
30/07/2021,Infrastructure,Pollock Lifts Limited,Training,231.44,Office Supplies,S869
30/07/2021,Education,Kalsi Plastics (UK) Ltd,Equipment Purchase,330.22,Office Supplies,S441
31/07/2021,Housing,Gemini Education Ltd,Consultation,335.77,Food & Drink Purchases,S472
31/07/2021,Healthcare,Echo Supported Living Services Ltd,Consultation,455.3,Food & Drink Purchases,S156
31/07/2021,Housing,Isl Ltd,Equipment Purchase,411.99,Food & Drink Purchases,S435
31/07/2021,Healthcare,Bionical Solutions Limited,Training,366.97,Office Supplies,S506
31/07/2021,Housing,Washcraft Appliances Uk (Ltd),Maintenance,252.36,Utilities,S884
31/07/2021,Housing,Learning Labs Ltd,Equipment Purchase,438.2,Office Supplies,S340
31/07/2021,Healthcare,Assa Abloy Ltd,Maintenance,354.36,Consulting,S814
01/08/2021,Community Services,Atlas Facilities Management Ltd,Equipment Purchase,262.85,Food & Drink Purchases,S371
01/08/2021,Infrastructure,Severn Trent Water Ltd,Project Management,488.14,Consulting,S494
01/08/2021,Housing,CTS Environmental Management Ltd,Equipment Purchase,145.19,Utilities,S254
01/08/2021,Community Services,St.Johns College Durham,Equipment Purchase,445.99,Office Supplies,S634
01/08/2021,Healthcare, Electrical (West Midlands) Limited,Equipment Purchase,196.25,Food & Drink Purchases,S155
01/08/2021,Education,Universal Day Care Ltd,Consultation,321.54,Utilities,S155
01/08/2021,Healthcare,British Gymnastics Foundation,Training,296.14,Food & Drink Purchases,S431
01/08/2021,Infrastructure,Improving Performance In Practice,Equipment Purchase,181.0,Consulting,S978
02/08/2021,Education,Pyramid Educational Consultants UK Ltd,Project Management,233.86,Consulting,S400
02/08/2021,Community Services,Malachi Spec Fam Supp Svcs CIC,Maintenance,157.91,Office Supplies,S266
02/08/2021,Community Services,Academies Enterprise Trust,Equipment Purchase,356.53,Food & Drink Purchases,S435
02/08/2021,Healthcare,Pat-Man 24/7 Ltd,Consultation,424.08,Office Supplies,S925
02/08/2021,Education,Pathways Care Group Ltd - Rosedene,Maintenance,83.82,Utilities,S418
02/08/2021,Housing,Bm3 Architecture Ltd,Project Management,476.57,Office Supplies,S262
02/08/2021,Healthcare,Moseley Golf Club Ltd,Consultation,435.84,Utilities,S241
02/08/2021,Education,Ambassadors Resourcing Ltd,Consultation,121.71,Consulting,S812
03/08/2021,Community Services,All Care In One Ltd,Project Management,206.69,Utilities,S678
03/08/2021,Housing,Cleverbox UK Ltd,Consultation,379.32,Office Supplies,S554
03/08/2021,Education,Cornerstone Family Support Ltd,Project Management,336.47,Food & Drink Purchases,S911
03/08/2021,Housing,Twiglets Private Nursery,Maintenance,391.7,Food & Drink Purchases,S519
03/08/2021,Healthcare,Get Set 4 Education Ltd,Equipment Purchase,328.38,Utilities,S639
03/08/2021,Healthcare,Pythagoras Capital Limited,Maintenance,288.8,Office Supplies,S873
03/08/2021,Community Services,Trash UK Ltd,Training,468.52,Office Supplies,S430
04/08/2021,Infrastructure,Initial Fire Systems Ltd,Consultation,421.72,Office Supplies,S899
04/08/2021,Community Services,BCU Enterprise Limited,Consultation,312.45,Office Supplies,S377
04/08/2021,Education,Midlands Truck And Van Ltd,Training,125.33,Office Supplies,S823
04/08/2021,Healthcare,Pump International Limited,Maintenance,298.54,Consulting,S161
04/08/2021,Community Services,The Gift Voucher Shop Limited,Project Management,270.72,Travel Expenses,S937
04/08/2021,Community Services,Clbd Ltd,Project Management,306.98,Food & Drink Purchases,S683
04/08/2021,Infrastructure,D.J. Goode & Associates Limited,Maintenance,273.52,Consulting,S347
04/08/2021,Housing,Facultatieve Technologies Limited,Project Management,102.94,Travel Expenses,S157
05/08/2021,Healthcare,Amba Care Solutions Community Interest Company,Equipment Purchase,126.82,Food & Drink Purchases,S246
05/08/2021,Infrastructure,3PB Barristers,Training,302.81,Office Supplies,S357
05/08/2021,Healthcare,Footherley Hall,Training,173.22,Consulting,S297
05/08/2021,Community Services,Tame Industrial Cleaning Limited,Project Management,310.65,Consulting,S834
05/08/2021,Healthcare,Jacobs UK Ltd,Maintenance,157.15,Consulting,S791
05/08/2021,Community Services,Bidvest Noonan (Uk) Ltd,Maintenance,187.83,Consulting,S876
05/08/2021,Community Services,Authors Aloud UK Ltd,Maintenance,300.6,Travel Expenses,S607
05/08/2021,Healthcare,Glenlake International Limited,Maintenance,80.16,Utilities,S381
06/08/2021,Community Services,Lbs Worldwide Ltd,Consultation,288.8,Consulting,S206
06/08/2021,Infrastructure,Hc1 Ltd - Woodside Court,Maintenance,408.43,Consulting,S115
06/08/2021,Healthcare,Jetcast Plumbing & Drainage Services Limited,Equipment Purchase,336.8,Food & Drink Purchases,S542
06/08/2021,Community Services,Edgbaston High School For Girls,Project Management,427.36,Consulting,S223
06/08/2021,Education,F R Sharrock Ltd,Project Management,268.1,Office Supplies,S238
06/08/2021,Education,Nisbets PLC,Equipment Purchase,178.18,Consulting,S145
06/08/2021,Infrastructure,Pnl Tools Ltd,Maintenance,180.99,Consulting,S613
07/08/2021,Community Services,S P Environmental Services Ltd,Maintenance,288.39,Travel Expenses,S960
07/08/2021,Community Services,Roving Books Ltd,Consultation,147.88,Consulting,S678
07/08/2021,Education,FB & Sons Lawns And Landscapes Limited,Project Management,115.09,Office Supplies,S639
07/08/2021,Education,Crestos Care Ltd,Training,64.79,Consulting,S929
07/08/2021,Housing,Crown Oil Limited,Consultation,375.36,Travel Expenses,S223
07/08/2021,Housing,Gjiggy Clique Productions Limited,Training,191.5,Utilities,S773
07/08/2021,Education,Supply Heroes Ltd,Maintenance,420.29,Utilities,S838
07/08/2021,Healthcare,B2 Mobility Gmbh,Equipment Purchase,442.99,Consulting,S873
08/08/2021,Community Services,Acepay Ltd,Equipment Purchase,59.36,Travel Expenses,S948
08/08/2021,Healthcare,Loudmouth Education & Training Ltd,Training,129.62,Consulting,S821
08/08/2021,Community Services,Virgin Media Payments Limited,Training,344.82,Consulting,S905
08/08/2021,Education,The Sign Company (Alcester) Ltd,Consultation,316.97,Consulting,S653
08/08/2021,Infrastructure,George Craig Consultancy Ltd,Consultation,377.21,Office Supplies,S559
08/08/2021,Healthcare,Spring View Healthcare Ltd,Training,129.26,Consulting,S535
08/08/2021,Education,Soccer Ltd,Maintenance,488.19,Office Supplies,S886
08/08/2021,Community Services,Sutton Dolphins Ltd,Maintenance,415.16,Consulting,S955
09/08/2021,Healthcare,Cambridge University Press,Consultation,220.98,Travel Expenses,S281
09/08/2021,Community Services,Terberg Matec UK Ltd,Equipment Purchase,409.23,Office Supplies,S141
09/08/2021,Infrastructure,Samsara Therapeutic Services Ltd,Maintenance,404.4,Utilities,S972
09/08/2021,Housing,Fawns Recreational Services Limited,Equipment Purchase,127.95,Consulting,S126
09/08/2021,Healthcare,Baker Ross Limited,Training,53.38,Food & Drink Purchases,S187
09/08/2021,Education,ISG Construction Ltd,Equipment Purchase,105.57,Food & Drink Purchases,S932
09/08/2021,Infrastructure,The University Hospitals Of Leicester NHS Trust,Project Management,424.82,Office Supplies,S372
10/08/2021,Infrastructure,Betapest Midlands Ltd,Equipment Purchase,99.7,Food & Drink Purchases,S578
10/08/2021,Community Services,Building Ventilation Solutions Ltd,Maintenance,97.38,Food & Drink Purchases,S509
10/08/2021,Housing,St. Modwen Homes Limited,Training,279.93,Travel Expenses,S678
10/08/2021,Housing,Workshops At Schools Ltd,Training,374.25,Food & Drink Purchases,S581
10/08/2021,Housing,Studio Accomodation Ltd,Consultation,95.74,Utilities,S623
10/08/2021,Community Services,Leafhopper Enterprise Support Ltd,Equipment Purchase,183.23,Utilities,S346
10/08/2021,Education,Professor Mcginty,Equipment Purchase,127.75,Utilities,S679
10/08/2021,Infrastructure,Groupcall Ltd,Maintenance,236.65,Office Supplies,S422
11/08/2021,Housing,Integrated Skills Limited,Maintenance,138.54,Consulting,S483
11/08/2021,Housing,Riverside Education Limited,Consultation,294.68,Office Supplies,S465
11/08/2021,Education,Clarkeprint Ltd,Project Management,347.39,Consulting,S582
11/08/2021,Community Services,Fighting Spirit Film Festival Ltd,Consultation,323.19,Travel Expenses,S240
11/08/2021,Healthcare,Positive Living Limited,Training,92.66,Food & Drink Purchases,S167
11/08/2021,Education,Sumer Auditco Limited,Equipment Purchase,74.22,Consulting,S949
11/08/2021,Housing,Briars Barn Limited,Project Management,81.71,Consulting,S387
11/08/2021,Community Services,Badminton Association Of England Ltd,Consultation,232.19,Food & Drink Purchases,S599
12/08/2021,Community Services,A & M Interior Projects Ltd,Maintenance,100.5,Travel Expenses,S276
12/08/2021,Healthcare,True Traders Ltd,Equipment Purchase,121.99,Travel Expenses,S816
12/08/2021,Housing,Jubilee Citizens UK Ltd,Maintenance,483.75,Utilities,S676
12/08/2021,Education,Stride Treglown Ltd,Project Management,391.34,Travel Expenses,S643
12/08/2021,Housing,Liquid Public Relations Ltd,Equipment Purchase,472.58,Utilities,S442
12/08/2021,Infrastructure,Oscar (Mapleshire) Ltd,Training,325.04,Travel Expenses,S486
12/08/2021,Healthcare,Graphic Business Forms Limited,Maintenance,332.24,Food & Drink Purchases,S519
13/08/2021,Housing,Assisting Travel Ltd,Project Management,342.79,Utilities,S699
13/08/2021,Infrastructure,John Gillespie Contractors Ltd,Training,277.53,Utilities,S472
13/08/2021,Healthcare,Bionical Solutions Limited,Equipment Purchase,249.55,Consulting,S987
13/08/2021,Education,Mindful Life Balance,Project Management,434.68,Food & Drink Purchases,S394
13/08/2021,Healthcare,Eschools Ltd,Equipment Purchase,320.36,Office Supplies,S705
13/08/2021,Healthcare,Culturecentral,Consultation,53.98,Food & Drink Purchases,S599
13/08/2021,Education,Viscount Classical Organs Limited,Project Management,416.05,Consulting,S597
13/08/2021,Healthcare,Alarm & Vision Ltd,Maintenance,300.11,Food & Drink Purchases,S642
14/08/2021,Housing,Natural History Lecture Service,Consultation,171.62,Food & Drink Purchases,S607
14/08/2021,Infrastructure,Aspects Care Homes Ltd,Equipment Purchase,438.06,Food & Drink Purchases,S121
14/08/2021,Housing,Pcs Books Ltd,Consultation,361.84,Consulting,S525
14/08/2021,Community Services,Dependable Access Control,Equipment Purchase,103.8,Consulting,S961
14/08/2021,Housing,ACS Technology Group Ltd,Maintenance,320.93,Office Supplies,S159
14/08/2021,Healthcare,Fmi Group Services Ltd,Consultation,92.93,Consulting,S256
14/08/2021,Infrastructure,22 Hallewell,Training,141.5,Consulting,S660
14/08/2021,Community Services,Charles Williams Lancaster,Training,347.83,Food & Drink Purchases,S508
15/08/2021,Education,Dynamik Sport Surfaces Ltd,Training,398.95,Travel Expenses,S605
15/08/2021,Healthcare, Security Services,Project Management,138.17,Office Supplies,S254
15/08/2021,Housing,Fridge Freezer Direct Ltd,Consultation,95.95,Food & Drink Purchases,S896
15/08/2021,Community Services,Ace Resource Centre,Maintenance,97.74,Consulting,S460
15/08/2021,Infrastructure,Claudia Barnard Ltd,Training,408.17,Travel Expenses,S358
15/08/2021,Healthcare,CardDispenser UK Limited,Equipment Purchase,282.49,Food & Drink Purchases,S633
15/08/2021,Infrastructure,Hosking Ground Maintenance,Equipment Purchase,221.95,Office Supplies,S396
16/08/2021,Education,Wagtail UK Ltd,Equipment Purchase,74.04,Food & Drink Purchases,S646
16/08/2021,Housing,Kiwi Kare Ltd,Training,457.33,Utilities,S660
16/08/2021,Healthcare,Happening History,Consultation,261.41,Office Supplies,S415
16/08/2021,Healthcare,Happening History,Equipment Purchase,466.03,Office Supplies,S999
